geometry,site_name,other_site_names,state,industry,matrix_type,matrix,year,pfoa,pfos,pfoa_pfos,total_pfas,pfas_level,notes,regulation_gvt_link,resources_link,suspected_source_link,pfas_testing_link,site_ref_link,state_ref_link,ObjectId,longitude,latitude
POINT (-83.4214561 44.5087773),Marathon Petroleum Company,,Michigan,Industry,Groundwater,Groundwater,2018.0,76,800,876,,876.0,N/A,N/A,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-538915--,00.html",N/A,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,56,-83.4214561,44.5087773
POINT (-83.4228291 42.3804478),McGean-Rohco,,Michigan,Industry,Groundwater,Groundwater,2018.0,120,310,430,,430.0,N/A,N/A,https://www.michigan.gov/pfasresponse/,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,57,-83.4228291,42.3804478
POINT (-83.1026163 42.3054622),MDOT - Parcel 5348,,Michigan,Industry,Groundwater,Groundwater,2019.0,29,14,43,,43.0,Groundwater,N/A,https://www.michigan.gov/pfasresponse/,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,58,-83.1026163,42.3054622
POINT (-83.3053672 42.7020088),Merlin Entertainments - Sea Life Michigan,,Michigan,Industry,Groundwater,Groundwater,2018.0,,6,,,6.0,Electroplating,N/A,https://www.michigan.gov/pfasresponse/,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,59,-83.3053672,42.7020088
POINT (-83.2518971 42.7079539),Oakland Heights Development Landfill,,Michigan,Industry,Groundwater,Groundwater,2018.0,840,700,1540,,1540.0,N/A,N/A,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-533203--,00.html",https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,60,-83.2518971,42.7079539
POINT (-82.7461175 42.7642545),Pine Tree Acres,,Michigan,Landfill,Groundwater,Groundwater,2018.0,1800,430,2230,,2230.0,Landfill,N/A,https://www.michigan.gov/pfasresponse/,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,61,-82.7461175,42.7642545
POINT (-83.0877652 42.4766468),Plating Specialties,,Michigan,Industry,Groundwater,Groundwater,2018.0,,10,,,10.0,Electroplating,N/A,https://www.michigan.gov/pfasresponse/,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,62,-83.0877652,42.4766468
POINT (-83.290944 42.6879766),PSB Credit Services,,Michigan,Industry,Groundwater,Groundwater,2018.0,200,160,360,,360.0,N/A,N/A,https://www.michigan.gov/pfasresponse/,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,63,-83.290944,42.6879766
POINT (-83.4286678 42.3778745),RACER Trust Site,Former GM Livonia,Michigan,Industry,Groundwater,Groundwater,2018.0,5,96,101,,101.0,Groundwater,N/A,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-485523--,00.html",https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,64,-83.4286678,42.3778745
POINT (-83.0555184 42.5902147),Richcoat,,Michigan,Industry,Groundwater,Groundwater,2018.0,,30,,,30.0,Metal finishing,N/A,https://www.michigan.gov/pfasresponse/,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,65,-83.0555184,42.5902147
POINT (-83.2422615 42.7076794),RJL Equity Holdings,,Michigan,Industry,Groundwater,Groundwater,2018.0,,20,,,20.0,N/A,N/A,https://www.michigan.gov/pfasresponse/,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,66,-83.2422615,42.7076794
POINT (-83.1563578 42.3083375),Rouge Manufacturing Complex,"Schaefer Road Wastewater Treatment Plant, Ford Motor Company Dearborn, AK Steel Dearborn Works",Michigan,Industry,Groundwater,Groundwater,2020.0,8,16,,,16.0,"Ford Motor Company and AK Steel manufacturing, spread by wastewater and the Rogue River Tlaib, Dingell Press for More Information on New PFAS Sites in Southeast Michigan ",N/A,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-533982--,00.html",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/rouge-manufacturing-complex,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,67,-83.1563578,42.3083375
POINT (-82.8523864 42.6037025),Selfridge Plating,,Michigan,Industry,Groundwater,Groundwater,2018.0,,30,,,30.0,Electroplating discharging and metal finishing,N/A,https://www.michigan.gov/pfasresponse/,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,68,-82.8523864,42.6037025
POINT (-82.9079004 42.6875585),South Macomb Disposal Authority,,Michigan,Industry,Groundwater,Groundwater,2018.0,30,20,50,,50.0,N/A,N/A,https://www.michigan.gov/pfasresponse/,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,69,-82.9079004,42.6875585
POINT (-83.095259 42.6608006),Southeastern Oakland County Resource Recovery Authority,,Michigan,Industry,Groundwater,Groundwater,2018.0,30,40,70,,70.0,N/A,N/A,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-544634--,00.html",https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,70,-83.095259,42.6608006
POINT (-83.1275381 42.4670894),SprayTek,,Michigan,Industry,Groundwater,Groundwater,2018.0,10,,,,10.0,Metal finishing,N/A,https://www.michigan.gov/pfasresponse/,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,71,-83.1275381,42.4670894
POINT (-83.3065713 42.2904961),Strength Environmental,"Advanced Resources Recovery, Environmental Waste Control, Inc., Valicor Environmental Services",Michigan,Industry,Groundwater,Groundwater,2019.0,470,710,880,,880.0,N/A,N/A,https://www.michigan.gov/pfasresponse/,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1VgdMu6_x_kxf36q2eAIhAEnCpniomQ1Y,72,-83.3065713,42.2904961
POINT (-83.0326177 42.393179),US Ecology Michigan,,Michigan,Industry,Groundwater,Groundwater,2018.0,,30,,,30.0,Centralized waste treatment,N/A,https://www.michigan.gov/pfasresponse/,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,73,-83.0326177,42.393179
POINT (-83.3956099 42.2658547),US Ecology Romulus,,Michigan,Industry,Groundwater,Groundwater,2019.0,350,170,520,,520.0,N/A,N/A,https://www.michigan.gov/pfasresponse/,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,74,-83.3956099,42.2658547
POINT (-83.1494259 42.3611513),Usher Oil Company,,Michigan,Industry,Groundwater,Groundwater,2018.0,40,120,160,,160.0,Centralized waste treatment,N/A,https://www.michigan.gov/pfasresponse/,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,75,-83.1494259,42.3611513
POINT (-83.2487189 42.723428),Waste Management of MI - Eagle Valley Recycle and Disposal,,Michigan,Landfill,Groundwater,Groundwater,2018.0,,170,,,170.0,Landfill,N/A,https://www.michigan.gov/pfasresponse/,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,76,-83.2487189,42.723428
POINT (-83.4267993 42.2716366),Waste Management of MI - Woodland Meadows North Landfill,,Michigan,Landfill,Groundwater,Groundwater,2018.0,150,57,207,,207.0,Landfill,N/A,https://www.michigan.gov/pfasresponse/,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,77,-83.4267993,42.2716366
POINT (-83.4277086 42.2643826),Waste Management of MI - Woodland Meadows RDF - Van Buren,,Michigan,Landfill,Groundwater,Groundwater,2018.0,2000,510,2510,,2510.0,Landfill,N/A,https://www.michigan.gov/pfasresponse/,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,78,-83.4277086,42.2643826
POINT (-83.4410213 42.6734896),Waterford Hills Landfill,,Michigan,Landfill,Groundwater,Groundwater,2018.0,680,130,810,,810.0,N/A,N/A,https://www.michigan.gov/pfasresponse/,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,79,-83.4410213,42.6734896
POINT (-85.6466181 41.789217),White Pigeon Township,White Pigeon Paper Company,Michigan,Industry,Groundwater,Groundwater,2019.0,,,15400,,15400.0,PFAS chemicals used at the White Pigeon Paper Company (WPPC),"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-523914--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-523914--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-523914--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-523914--,00.html",N/A,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,80,-85.6466181,41.789217
POINT (-83.3032704 42.3759701),Z Technologies Corporation,,Michigan,Industry,Groundwater,Groundwater,2018.0,20,60,80,,80.0,Paint Formulating,N/A,https://www.michigan.gov/pfasresponse/,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf,N/A,https://drive.google.com/drive/u/1/folders/1VgdMu6_x_kxf36q2eAIhAEnCpniomQ1Y,81,-83.3032704,42.3759701
POINT (-71.4743682 42.9925266),122 McGregor Street,,New Hampshire,Unknown,Groundwater,Groundwater,2020.0,11,14,25,68.0,68.0,Currently a Rite Aid,N/A,https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0006778&Type=PRS,"https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509",https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf,https://drive.google.com/drive/u/0/folders/1RAtQRzKR5HRhwNtNp-o7KFUsN7b7qQAr,https://drive.google.com/drive/u/0/folders/1RsSKYaEE8jqAw7pH05tDHRflkjUL3t5H,82,-71.4743682,42.9925266
POINT (-71.4415782 43.0585675),1339 Hooksett Road,,New Hampshire,Industry,Groundwater,Groundwater,2019.0,26,10,36,81.0,81.0,O'Reilly Auto Parts,N/A,https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0038257&Type=PRS,"https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509",https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4762865,https://drive.google.com/drive/u/0/folders/1IiOX_hRY24fjsq-tQ2XY7Douk775rrY5,https://drive.google.com/drive/u/0/folders/1RsSKYaEE8jqAw7pH05tDHRflkjUL3t5H,83,-71.4415782,43.0585675
POINT (-70.8819616 42.8818641),139 Folly Mill Road,,New Hampshire,Unknown,Groundwater,Groundwater,2018.0,3,3,6,8.0,8.0,CR Electronics,N/A,https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0017357&Type=PRS,"https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509",https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4743604,https://drive.google.com/drive/u/0/folders/1kNtTq1lvGKOW7pZwqdxtblVzvHhEtY1E,https://drive.google.com/drive/u/0/folders/1RsSKYaEE8jqAw7pH05tDHRflkjUL3t5H,84,-70.8819616,42.8818641
POINT (-71.6018131 43.0188952),14 Depot Street,,New Hampshire,Unknown,Groundwater,Groundwater,2018.0,130,680,810,2666.0,2666.0,N/A,N/A,https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0037898&Type=PRS,"https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509",https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4762241,https://drive.google.com/drive/u/1/folders/1yYV4wWx_JfngP7sE9Lvu2fr2u3XflKL0,https://drive.google.com/drive/u/0/folders/1RsSKYaEE8jqAw7pH05tDHRflkjUL3t5H,85,-71.6018131,43.0188952
POINT (-71.443295 42.7513821),150 Burke Street,,New Hampshire,Industry,Groundwater,Groundwater,2018.0,20,59,79,118.0,118.0,Ingersoll Rand,N/A,https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0003792&Type=PRS,"https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509",https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4778707,https://drive.google.com/drive/u/0/folders/1dL-GBh-261cIobRVtQCsEImUwzXIWFnF,https://drive.google.com/drive/u/0/folders/1RsSKYaEE8jqAw7pH05tDHRflkjUL3t5H,86,-71.443295,42.7513821
POINT (-71.3103653 42.8000405),21 Haverhill Road,,New Hampshire,Unknown,Groundwater,Groundwater,2019.0,12,4,16,127.0,127.0," https://www.windhampost109.org/ Wilbur E. Tarbell, Post 109",N/A,https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0037839&Type=PRS,"https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509",https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4847767,https://drive.google.com/drive/u/0/folders/1G6FDJzZ2evWXMVp050yiCG2fSre-5X1N,https://drive.google.com/drive/u/0/folders/1RsSKYaEE8jqAw7pH05tDHRflkjUL3t5H,87,-71.3103653,42.8000405
POINT (-71.2493937 42.7904034),23 Bus Road,,New Hampshire,Unknown,Groundwater,Groundwater,2018.0,957,3150,4107,7887.0,7887.0,N/A,N/A,https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0038939&Type=PRS,"https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509",https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4749421,https://drive.google.com/drive/u/0/folders/1QNArO6sHMbSQ-on8vI2x73gerxqCjraI,https://drive.google.com/drive/u/0/folders/1RsSKYaEE8jqAw7pH05tDHRflkjUL3t5H,88,-71.2493937,42.7904034
POINT (-71.3387244 42.9037431),24 Scobie Pond Road,,New Hampshire,Unknown,Groundwater,Groundwater,2018.0,59,24,83,148.0,148.0,N/A,N/A,https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0038422&Type=PRS,"https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509",https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4716483,https://drive.google.com/drive/u/0/folders/1hotpRNKPc_aCE4W5DB_hRRaL-JbMbrW8,https://drive.google.com/drive/u/0/folders/1RsSKYaEE8jqAw7pH05tDHRflkjUL3t5H,89,-71.3387244,42.9037431
POINT (-72.2779721 42.9351206),32 Washington Street,,New Hampshire,Unknown,Groundwater,Groundwater,2018.0,98,30,128,362.0,362.0,N/A,N/A,https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0031675&Type=PRS,"https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509",https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4747875,https://drive.google.com/drive/u/0/folders/1Z7SAMxCbNXJxJrsJdI6AWyqzXJM0DQKn,https://drive.google.com/drive/u/0/folders/1RsSKYaEE8jqAw7pH05tDHRflkjUL3t5H,90,-72.2779721,42.9351206
POINT (-71.4413927 42.7013482),323 DW Highway,,New Hampshire,Unknown,Groundwater,Groundwater,2020.0,242,405,647,1130.0,1130.0,N/A,N/A,https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0019450&Type=PRS,"https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509",https://www4.des.state.nh.us/nh-pfas-investigation/wp-content/uploads/tables-pdf.pdf,https://drive.google.com/drive/u/0/folders/1AG7OwDr8ATEwgMzpT6OminJep6RxUwlC,https://drive.google.com/drive/u/0/folders/1RsSKYaEE8jqAw7pH05tDHRflkjUL3t5H,91,-71.4413927,42.7013482
POINT (-71.4619184 42.9877704),55 Central Street,,New Hampshire,Unknown,Groundwater,Groundwater,2020.0,21,41,62,358.0,358.0,N/A,N/A,https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0038735&Type=PRS,"https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509",https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4850227,https://drive.google.com/drive/u/1/folders/1o_fxhWbW-xvnT2P5KJ7Y9lyCFyonkx38,https://drive.google.com/drive/u/0/folders/1RsSKYaEE8jqAw7pH05tDHRflkjUL3t5H,92,-71.4619184,42.9877704
POINT (-72.2789855 42.9208241),Achille Agway,,New Hampshire,Unknown,Groundwater,Groundwater,2018.0,9,3,11,218.0,218.0,N/A,N/A,https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0012544&Type=PRS,"https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509",https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4845945,https://drive.google.com/drive/u/0/folders/12cmKymG2UymIw-8uXh3dS6vDShERur6C,https://drive.google.com/drive/u/0/folders/1RsSKYaEE8jqAw7pH05tDHRflkjUL3t5H,93,-72.2789855,42.9208241
POINT (-72.2891103 43.169461),Acworth Town Landfill,,New Hampshire,Landfill,Groundwater,Groundwater,2018.0,65,6,71,178.0,178.0,N/A,N/A,https://www4.des.state.nh.us/DESOneStop/PRSDetail.aspx?ID=0001324&Type=PRS,"https://nhdes.maps.arcgis.com/apps/View/index.html?appid=66770bef141c43a98a445c54a17720e2&extent=-73.5743,42.5413,-69.6852,45.4509",https://www4.des.state.nh.us/IISProxy/IISProxy.dll?ContentId=4762235,https://drive.google.com/drive/u/0/folders/1sj6jCdD-I9ZDWVMSvHu2ymLEoxzFR03a,https://drive.google.com/drive/u/0/folders/1RsSKYaEE8jqAw7pH05tDHRflkjUL3t5H,94,-72.2891103,43.169461
